,st,year,housing_prices_quar,ahcdpi,ahcdpia,ahcdspt,landfree,ig_cons,fhpub,fhurb,pubhouen,frent,regulation_housing_enabling_federal_aid,regulation_rent_control
1633,ID,1960,,,,,,,0.0,0.0,1.0,,,0.0
1634,ID,1961,,,,,,,0.0,0.0,1.0,,,0.0
1635,ID,1962,,0.00018594,-0.00162642,0.268,,,0.0,0.0,1.0,,,0.0
1636,ID,1963,,,,,,,0.0,0.0,1.0,,,0.0
1637,ID,1964,,,,,,,0.0,0.0,1.0,,,0.0
1638,ID,1965,,,,,,,0.0,0.0,1.0,,,0.0
1639,ID,1966,,,,,,,0.0,0.0,1.0,,,0.0
1640,ID,1967,,0.00017706,-0.00169494,0.323,,,0.0,0.0,1.0,,,0.0
1641,ID,1968,,,,,,,0.0,0.0,1.0,,,0.0
1642,ID,1969,,,,,,,0.0,0.0,1.0,,,0.0
1643,ID,1970,,,,,,,0.0,0.0,1.0,,,0.0
1644,ID,1971,,,,,,,0.0,0.0,1.0,,,0.0
1645,ID,1972,,0.00136002,-0.00089316,4.108,,,0.0,0.0,1.0,,,0.0
1646,ID,1973,,,,,,,0.0,0.0,1.0,,,0.0
1647,ID,1974,,,,,,,0.0,0.0,1.0,,,0.0
1648,ID,1975,0.632825,,,,,,0.0,0.0,1.0,,,0.0
1649,ID,1976,0.680825,,,,,,0.0,0.0,1.0,,,0.0
1650,ID,1977,0.76065,0.00061037,-0.00200275,3.385,,,0.0,0.0,1.0,,,0.0
1651,ID,1978,0.88775,0.00065959,-0.00180103,4.148,,,0.0,0.0,1.0,,,0.0
1652,ID,1979,0.96035,0.00102213,-0.0013089,7.228,,,0.0,0.0,1.0,,,0.0
1653,ID,1980,1.004325,0.00126375,-0.00106137,9.854,,9.0,0.0,0.0,1.0,,,0.0
1654,ID,1981,1.0682,0.0018185,-0.00044501,16.04,,,0.0,0.0,1.0,,,0.0
1655,ID,1982,1.05465,0.0025355,0.00058828,23.751,,,0.0,0.0,1.0,,,0.0
1656,ID,1983,1.07245,0.00192519,-2.198e-05,19.303,,,0.0,0.0,1.0,,,0.0
1657,ID,1984,1.095,0.00233346,0.0004214,24.764,,,0.0,0.0,1.0,,,0.0
1658,ID,1985,1.11685,0.0021282,0.0001102,24.366,,,0.0,0.0,1.0,,,0.0
1659,ID,1986,1.130225,0.00218783,9.474e-05,25.694,,,0.0,0.0,1.0,,,0.0
1660,ID,1987,1.113825,0.00222971,0.00028595,27.038,,,0.0,0.0,1.0,,,0.0
1661,ID,1988,1.11395,0.00217824,0.00022861,28.311,,,0.0,0.0,1.0,,,0.0
1662,ID,1989,1.15645,0.00261497,0.00058362,37.213,,,0.0,0.0,1.0,,,0.0
1663,ID,1990,1.2393,0.00166661,-0.00030392,25.931,,11.0,0.0,0.0,1.0,,,1.0
1664,ID,1991,1.312375,0.00130517,-0.00067739,21.542,,,0.0,0.0,1.0,,,1.0
1665,ID,1992,1.402325,0.00132579,-0.00073707,23.597,,,0.0,0.0,1.0,,,1.0
1666,ID,1993,1.524875,0.00090377,-0.00113578,17.709,,,0.0,0.0,1.0,,,1.0
1667,ID,1994,1.646025,0.00113337,-0.00087081,23.95,,,0.0,0.0,1.0,,,1.0
1668,ID,1995,1.73235,0.0011171,-0.00091192,25.374,,,0.0,0.0,1.0,,,1.0
1669,ID,1996,1.792275,0.00089865,-0.00115549,21.923,,,0.0,0.0,1.0,,,1.0
1670,ID,1997,1.84255,0.00091409,-0.00105904,23.293,,7.0,0.0,0.0,1.0,,,1.0
1671,ID,1998,1.91155,0.00154338,-0.00039781,42.048,,7.0,0.0,0.0,1.0,,,1.0
1672,ID,1999,1.9437,0.00103754,-0.00091423,30.422,,10.0,0.0,0.0,1.0,,,1.0
1673,ID,2000,1.9762,0.00080156,-0.00121383,25.266,,,0.0,0.0,1.0,0.0,,1.0
1674,ID,2001,2.081625,,,,0.033238587,,0.0,0.0,1.0,0.0,,1.0
1675,ID,2002,2.14455,0.0008826,-0.00133019,30.69,,,0.0,0.0,1.0,0.0,,1.0
1676,ID,2003,2.23255,,,,,,0.0,0.0,1.0,0.0,,1.0
1677,ID,2004,2.394,0.00109516,-0.00148918,42.248,,,0.0,0.0,1.0,0.0,,1.0
1678,ID,2005,2.752225,0.00108536,-0.00133987,45.05,,,0.0,0.0,1.0,0.0,,1.0
1679,ID,2006,3.2185,0.00108501,-0.00126219,48.887,,,0.0,0.0,1.0,0.0,,1.0
1680,ID,2007,3.413725,0.00096304,-0.00125302,46.715,0.034684119,16.0,0.0,0.0,1.0,0.0,,1.0
1681,ID,2008,3.340575,0.00184483,-0.0004341,92.906,,,0.0,0.0,1.0,0.0,,1.0
1682,ID,2009,3.1395,0.00123402,-0.00120712,61.24,0.034684119,,0.0,0.0,1.0,0.0,,1.0
1683,ID,2010,2.8559,0.00299803,2.534e-05,148.711,,,0.0,0.0,1.0,0.0,,1.0
1684,ID,2011,2.61165,0.00280866,-0.0001513,145.83,0.034684119,,,,,0.0,,1.0
1685,ID,2012,,0.00239503,-0.00020433,130.501,,,,,,0.0,,1.0
1686,ID,2013,,0.00232434,-0.0001541,133.174,,,,,,0.0,,1.0
1687,ID,2014,,0.0021871,-0.00023481,129.013,,,,,,0.0,,1.0
1688,ID,2015,,0.00209654,-0.00013498,131.357,,,,,,0.0,,
1689,ID,2016,,,,,,,,,,0.0,,
1690,ID,2017,,,,,,,,,,,,
1691,ID,2018,,,,,,,,,,,,
1692,ID,2019,,,,,,,,,,,,
1693,ID,2020,,,,,,,,,,,,
1694,IL,1900,,,,,,,,,,,,
1695,IL,1901,,,,,,,,,,,,
1696,IL,1902,,,,,,,,,,,,
1697,IL,1903,,,,,,,,,,,,
1698,IL,1904,,,,,,,,,,,,
1699,IL,1905,,,,,,,,,,,,
1700,IL,1906,,,,,,,,,,,,
1701,IL,1907,,,,,,,,,,,,
1702,IL,1908,,,,,,,,,,,,
1703,IL,1909,,,,,,,,,,,,
1704,IL,1910,,,,,,,,,,,,
1705,IL,1911,,,,,,,,,,,,
1706,IL,1912,,,,,,,,,,,,
1707,IL,1913,,,,,,,0.0,0.0,0.0,,,
1708,IL,1914,,,,,,,0.0,0.0,0.0,,,
1709,IL,1915,,,,,,,0.0,0.0,0.0,,,
1710,IL,1916,,,,,,,0.0,0.0,0.0,,,
1711,IL,1917,,,,,,,0.0,0.0,0.0,,,
1712,IL,1918,,,,,,,0.0,0.0,0.0,,,
1713,IL,1919,,,,,,,0.0,0.0,0.0,,,
1714,IL,1920,,,,,,,0.0,0.0,0.0,,,
1715,IL,1921,,,,,,,0.0,0.0,0.0,,,
1716,IL,1922,,,,,,,0.0,0.0,0.0,,,
1717,IL,1923,,,,,,,0.0,0.0,0.0,,,
1718,IL,1924,,,,,,,0.0,0.0,0.0,,,
1719,IL,1925,,,,,,,0.0,0.0,0.0,,,
1720,IL,1926,,,,,,,0.0,0.0,0.0,,,
1721,IL,1927,,,,,,,0.0,0.0,0.0,,,
1722,IL,1928,,,,,,,0.0,0.0,0.0,,,
1723,IL,1929,,,,,,,0.0,0.0,0.0,,,
1724,IL,1930,,,,,,,0.0,0.0,0.0,,,
1725,IL,1931,,,,,,,0.0,0.0,0.0,,,
1726,IL,1932,,,,,,,0.0,0.0,0.0,,,
1727,IL,1933,,,,,,,0.0,0.0,0.0,,,
1728,IL,1934,,,,,,,0.0,0.0,1.0,,,
1729,IL,1935,,,,,,,0.0,0.0,1.0,,1.0,
1730,IL,1936,,,,,,,0.0,0.0,1.0,,1.0,
1731,IL,1937,,,,,,,1.0,0.0,1.0,,1.0,
1732,IL,1938,,,,,,,1.0,0.0,1.0,,1.0,
1733,IL,1939,,,,,,,1.0,0.0,1.0,,1.0,
1734,IL,1940,,,,,,,1.0,0.0,1.0,,1.0,
1735,IL,1941,,,,,,,1.0,0.0,1.0,,1.0,
1736,IL,1942,,,,,,,1.0,0.0,1.0,,1.0,
1737,IL,1943,,,,,,,1.0,0.0,1.0,,1.0,
1738,IL,1944,,,,,,,1.0,0.0,1.0,,1.0,
1739,IL,1945,,,,,,,1.0,0.0,1.0,,1.0,
1740,IL,1946,,,,,,,1.0,0.0,1.0,,1.0,
1741,IL,1947,,,,,,,1.0,0.0,1.0,,1.0,
1742,IL,1948,,,,,,,1.0,0.0,1.0,,1.0,
1743,IL,1949,,,,,,,1.0,0.0,1.0,,1.0,
1744,IL,1950,,,,,,,1.0,0.0,1.0,,1.0,0.0
1745,IL,1951,,,,,,,1.0,0.0,1.0,,1.0,0.0
1746,IL,1952,,,,,,,1.0,0.0,1.0,,1.0,0.0
1747,IL,1953,,,,,,,1.0,0.0,1.0,,1.0,0.0
1748,IL,1954,,,,,,,1.0,0.0,1.0,,,0.0
1749,IL,1955,,,,,,,1.0,0.0,1.0,,,0.0
1750,IL,1956,,,,,,,1.0,0.0,1.0,,,0.0
1751,IL,1957,,0.00212682,0.00154477,51.824,,,1.0,0.0,1.0,,,0.0
1752,IL,1958,,,,,,,1.0,0.0,1.0,,,0.0
1753,IL,1959,,,,,,,1.0,1.0,1.0,,,0.0
1754,IL,1960,,,,,,,1.0,1.0,1.0,,,0.0
1755,IL,1961,,,,,,,1.0,1.0,1.0,,,0.0
1756,IL,1962,,0.00397182,0.00309462,116.259,,,1.0,1.0,1.0,,,0.0
1757,IL,1963,,,,,,,1.0,1.0,1.0,,,0.0
1758,IL,1964,,,,,,,1.0,1.0,1.0,,,0.0
1759,IL,1965,,,,,,,1.0,1.0,1.0,,,0.0
1760,IL,1966,,,,,,,1.0,1.0,1.0,,,0.0
1761,IL,1967,,0.00250744,0.00150484,101.546,,,1.0,1.0,1.0,,,0.0
1762,IL,1968,,,,,,,1.0,1.0,1.0,,,0.0
1763,IL,1969,,,,,,,1.0,1.0,1.0,,,0.0
1764,IL,1970,,,,,,,1.0,1.0,1.0,,,0.0
1765,IL,1971,,,,,,,1.0,1.0,1.0,,,0.0
1766,IL,1972,,0.0022794,0.00047138,131.489,,,1.0,1.0,1.0,,,0.0
1767,IL,1973,,,,,,,1.0,1.0,1.0,,,0.0
1768,IL,1974,,,,,,,1.0,1.0,1.0,,,0.0
1769,IL,1975,0.65325,,,,,,1.0,1.0,1.0,,,0.0
1770,IL,1976,0.713475,,,,,,1.0,1.0,1.0,,,0.0
1771,IL,1977,0.838625,0.00181158,4.327e-05,164.55,,,1.0,1.0,1.0,,,0.0
1772,IL,1978,0.97075,0.0015703099999999,-8.81e-05,157.815,,,1.0,1.0,1.0,,,0.0
1773,IL,1979,0.99685,0.0022671,0.00048992,249.925,,,1.0,1.0,1.0,,,0.0
1774,IL,1980,1.005075,0.002552,0.00067811,307.495,,16.0,1.0,1.0,1.0,,,0.0
1775,IL,1981,1.054625,0.00266814,0.00070203,351.646,,,1.0,1.0,1.0,,,0.0
1776,IL,1982,1.018875,0.00257021,0.00086259,368.886,,,1.0,1.0,1.0,,,0.0
1777,IL,1983,1.050975,0.00299493,0.00130144,448.285,,,1.0,1.0,1.0,,,0.0
1778,IL,1984,1.104625,0.00324946,0.00154577,521.888,,,1.0,1.0,1.0,,,0.0
1779,IL,1985,1.157925,0.00280998,0.00116712,488.767,,,1.0,1.0,1.0,,,0.0
1780,IL,1986,1.2407,0.00312892,0.00150808,569.327,,,1.0,1.0,1.0,,,0.0
1781,IL,1987,1.36315,0.00335208,0.00179783,642.735,,,1.0,1.0,1.0,,,0.0
1782,IL,1988,1.488975,0.00340123,0.00198514,697.448,,,1.0,1.0,1.0,,,0.0
1783,IL,1989,1.601975,0.00307739,0.00169146,678.692,,,1.0,1.0,1.0,,,0.0
1784,IL,1990,1.684825,0.00309498,0.00170175,722.159,,22.0,1.0,1.0,1.0,,,0.0
1785,IL,1991,1.749075,0.00305215,0.0016291,742.92,,,1.0,1.0,1.0,,,0.0
1786,IL,1992,1.814375,0.00237868,0.00083836,607.689,,,1.0,1.0,1.0,,,0.0
1787,IL,1993,1.876825,0.00305425,0.00147963,830.044,,,1.0,1.0,1.0,,,0.0
1788,IL,1994,1.959425,0.0027169,0.00107449,766.894,,,1.0,1.0,1.0,,,0.0
1789,IL,1995,2.032425,0.00288397,0.00115336,864.509,,,1.0,1.0,1.0,,,0.0
1790,IL,1996,2.103875,0.00283238,0.00115174,899.804,,,1.0,1.0,1.0,,,0.0
1791,IL,1997,2.168225,0.00396175,0.00231669,1332.554,,56.0,1.0,1.0,1.0,,,0.0
1792,IL,1998,2.241,0.00421868,0.00261187,1504.391,,55.0,1.0,1.0,1.0,,,1.0
1793,IL,1999,2.32775,0.00399631,0.0024314,1496.684,,49.0,1.0,1.0,1.0,,,1.0
1794,IL,2000,2.47295,0.00375902,0.00217314,1482.599,,,1.0,1.0,1.0,0.0,,1.0
1795,IL,2001,2.625325,,,,0.011520993,,1.0,1.0,1.0,0.0,,1.0
1796,IL,2002,2.788175,0.00421877,0.00250849,1787.92,,,1.0,1.0,1.0,0.0,,1.0
1797,IL,2003,2.936875,,,,,,1.0,1.0,1.0,0.0,,1.0
1798,IL,2004,3.1808,0.00517183,0.00320148,2301.972,,,1.0,1.0,1.0,0.0,,1.0
1799,IL,2005,3.462175,0.0041491,0.00229389,1929.632,,,1.0,1.0,1.0,0.0,,1.0
1800,IL,2006,3.664225,0.00415546,0.00233326,2045.956,,,1.0,1.0,1.0,0.0,,1.0
1801,IL,2007,3.72465,0.00364691,0.00181601,1903.804,0.012966524,60.0,1.0,1.0,1.0,0.0,,1.0
1802,IL,2008,3.60615,0.00376361,0.00197362,2062.083,,,1.0,1.0,1.0,0.0,,1.0
1803,IL,2009,3.396,0.00365946,0.00162276,1981.285,0.012966524,,1.0,1.0,1.0,0.0,,1.0
1804,IL,2010,3.24755,0.00383367,0.00157237,2040.462,,,1.0,1.0,1.0,0.0,,1.0
1805,IL,2011,3.1137,0.00418793,0.00199119,2328.083,0.012966524,,,,,0.0,,1.0
1806,IL,2012,,0.00382141,0.0019707,2210.532,,,,,,0.0,,1.0
1807,IL,2013,,0.00340225,0.00151954,2040.532,,,,,,0.0,,1.0
1808,IL,2014,,0.00341669,0.00148464,2095.5,,,,,,0.0,,1.0
1809,IL,2015,,0.00339028,0.00167538,2173.243,,,,,,0.0,,
1810,IL,2016,,,,,,,,,,0.0,,
1811,IL,2017,,,,,,,,,,,,
1812,IL,2018,,,,,,,,,,,,
1813,IL,2019,,,,,,,,,,,,
1814,IL,2020,,,,,,,,,,,,
1815,IN,1900,,,,,,,,,,,,
1816,IN,1901,,,,,,,,,,,,
1817,IN,1902,,,,,,,,,,,,
1818,IN,1903,,,,,,,,,,,,
1819,IN,1904,,,,,,,,,,,,
1820,IN,1905,,,,,,,,,,,,
1821,IN,1906,,,,,,,,,,,,
1822,IN,1907,,,,,,,,,,,,
1823,IN,1908,,,,,,,,,,,,
1824,IN,1909,,,,,,,,,,,,
1825,IN,1910,,,,,,,,,,,,
1826,IN,1911,,,,,,,,,,,,
1827,IN,1912,,,,,,,,,,,,
1828,IN,1913,,,,,,,0.0,0.0,0.0,,,
1829,IN,1914,,,,,,,0.0,0.0,0.0,,,
1830,IN,1915,,,,,,,0.0,0.0,0.0,,,
1831,IN,1916,,,,,,,0.0,0.0,0.0,,,
1832,IN,1917,,,,,,,0.0,0.0,0.0,,,
1833,IN,1918,,,,,,,0.0,0.0,0.0,,,
1834,IN,1919,,,,,,,0.0,0.0,0.0,,,
1835,IN,1920,,,,,,,0.0,0.0,0.0,,,
1836,IN,1921,,,,,,,0.0,0.0,0.0,,,
1837,IN,1922,,,,,,,0.0,0.0,0.0,,,
1838,IN,1923,,,,,,,0.0,0.0,0.0,,,
1839,IN,1924,,,,,,,0.0,0.0,0.0,,,
1840,IN,1925,,,,,,,0.0,0.0,0.0,,,
1841,IN,1926,,,,,,,0.0,0.0,0.0,,,
1842,IN,1927,,,,,,,0.0,0.0,0.0,,,
1843,IN,1928,,,,,,,0.0,0.0,0.0,,,
1844,IN,1929,,,,,,,0.0,0.0,0.0,,,
1845,IN,1930,,,,,,,0.0,0.0,0.0,,,
1846,IN,1931,,,,,,,0.0,0.0,0.0,,,
1847,IN,1932,,,,,,,0.0,0.0,0.0,,,
1848,IN,1933,,,,,,,0.0,0.0,0.0,,,
1849,IN,1934,,,,,,,0.0,0.0,0.0,,,
1850,IN,1935,,,,,,,0.0,0.0,0.0,,0.0,
1851,IN,1936,,,,,,,0.0,0.0,0.0,,0.0,
1852,IN,1937,,,,,,,0.0,0.0,1.0,,1.0,
1853,IN,1938,,,,,,,0.0,0.0,1.0,,1.0,
1854,IN,1939,,,,,,,0.0,0.0,1.0,,1.0,
1855,IN,1940,,,,,,,0.0,0.0,1.0,,1.0,
1856,IN,1941,,,,,,,0.0,0.0,1.0,,1.0,
1857,IN,1942,,,,,,,0.0,0.0,1.0,,1.0,
1858,IN,1943,,,,,,,0.0,0.0,1.0,,1.0,
1859,IN,1944,,,,,,,0.0,0.0,1.0,,1.0,
1860,IN,1945,,,,,,,0.0,1.0,1.0,,1.0,
1861,IN,1946,,,,,,,0.0,1.0,1.0,,1.0,
1862,IN,1947,,,,,,,0.0,1.0,1.0,,1.0,
1863,IN,1948,,,,,,,0.0,1.0,1.0,,1.0,
1864,IN,1949,,,,,,,0.0,1.0,1.0,,1.0,
1865,IN,1950,,,,,,,0.0,1.0,1.0,,1.0,0.0
1866,IN,1951,,,,,,,0.0,1.0,1.0,,1.0,0.0
1867,IN,1952,,,,,,,0.0,1.0,1.0,,1.0,0.0
1868,IN,1953,,,,,,,0.0,1.0,1.0,,1.0,0.0
1869,IN,1954,,,,,,,0.0,1.0,1.0,,,0.0
1870,IN,1955,,,,,,,0.0,1.0,1.0,,,0.0
1871,IN,1956,,,,,,,0.0,1.0,1.0,,,0.0
1872,IN,1957,,0.00030226,-0.00028567,2.782,,,0.0,1.0,1.0,,,0.0
1873,IN,1958,,,,,,,0.0,1.0,1.0,,,0.0
1874,IN,1959,,,,,,,0.0,1.0,1.0,,,0.0
1875,IN,1960,,,,,,,0.0,1.0,1.0,,,0.0
1876,IN,1961,,,,,,,1.0,1.0,1.0,,,0.0
1877,IN,1962,,0.00095458,5.513e-05,10.624,,,1.0,1.0,1.0,,,0.0
1878,IN,1963,,,,,,,1.0,1.0,1.0,,,0.0
1879,IN,1964,,,,,,,1.0,1.0,1.0,,,0.0
1880,IN,1965,,,,,,,1.0,1.0,1.0,,,0.0
1881,IN,1966,,,,,,,1.0,1.0,1.0,,,0.0
1882,IN,1967,,0.00137041,0.00028944,21.526,,,1.0,1.0,1.0,,,0.0
1883,IN,1968,,,,,,,1.0,1.0,1.0,,,0.0
1884,IN,1969,,,,,,,1.0,1.0,1.0,,,0.0
1885,IN,1970,,,,,,,1.0,1.0,1.0,,,0.0
1886,IN,1971,,,,,,,1.0,1.0,1.0,,,0.0
1887,IN,1972,,0.00196005,0.00065021,44.404,,,1.0,1.0,1.0,,,0.0
1888,IN,1973,,,,,,,1.0,1.0,1.0,,,0.0
1889,IN,1974,,,,,,,1.0,1.0,1.0,,,0.0
1890,IN,1975,0.6265,,,,,,1.0,1.0,1.0,,,0.0
1891,IN,1976,0.65765,,,,,,1.0,1.0,1.0,,,0.0
1892,IN,1977,0.730975,0.00132878,-0.00025965,48.666,,,1.0,1.0,1.0,,,0.0
1893,IN,1978,0.85455,0.00098686,-0.00061958,40.342,,,1.0,1.0,1.0,,,0.0
1894,IN,1979,0.963925,0.00118277,-0.00041446,53.893,,,1.0,1.0,1.0,,,0.0
1895,IN,1980,1.003075,0.0015086,4.745e-05,74.116,,20.0,1.0,1.0,1.0,,,0.0
1896,IN,1981,1.045525,0.00163774,-8.046e-05,88.284,,,1.0,1.0,1.0,,,0.0
1897,IN,1982,1.035575,0.00117503,-0.00036451,67.293,,,1.0,1.0,1.0,,,0.0
1898,IN,1983,1.05515,0.00169168,9.354e-05,99.862,,,1.0,1.0,1.0,,,0.0
1899,IN,1984,1.06885,0.00173365,0.0001363,111.524,,,1.0,1.0,1.0,,,0.0
1900,IN,1985,1.1119,0.00272552,0.00111772,190.094,,,1.0,1.0,1.0,,,0.0
1901,IN,1986,1.1725,0.00277001,0.00108983,202.401,,,1.0,1.0,1.0,,,0.0
1902,IN,1987,1.233675,0.00249789,0.00084956,192.748,,,1.0,1.0,1.0,,,0.0
1903,IN,1988,1.2935,0.00231471,0.00077782,190.741,,,1.0,1.0,1.0,,,0.0
1904,IN,1989,1.349675,0.00290193,0.0013971,261.568,,,1.0,1.0,1.0,,,0.0
1905,IN,1990,1.3957,0.00213584,0.00060384,203.463,,19.0,1.0,1.0,1.0,,,0.0
1906,IN,1991,1.4512,0.00190394,0.00027679,189.359,,,1.0,1.0,1.0,,,0.0
1907,IN,1992,1.511675,0.00222974,0.00043239,234.127,,,1.0,1.0,1.0,,,0.0
1908,IN,1993,1.567575,0.0033176,0.00136204,374.235,,,1.0,1.0,1.0,,,0.0
1909,IN,1994,1.63645,0.00293489,0.00090727,349.19,,,1.0,1.0,1.0,,,0.0
1910,IN,1995,1.715425,0.00274615,0.00109755,346.157,,,1.0,1.0,1.0,,,0.0
1911,IN,1996,1.80025,0.00275165,0.00104345,361.587,,,1.0,1.0,1.0,,,0.0
1912,IN,1997,1.876475,0.00217159,0.00052514,302.012,,21.0,1.0,1.0,1.0,,,0.0
1913,IN,1998,1.960625,0.00225324,0.00064575,333.501,,22.0,1.0,1.0,1.0,,,0.0
1914,IN,1999,2.0216,0.00230513,0.00062559,363.137,,26.0,1.0,1.0,1.0,,,0.0
1915,IN,2000,2.08345,0.00287529,0.00111354,477.872,,,1.0,1.0,1.0,0.0,,0.0
1916,IN,2001,2.18995,,,,0.047745614,,1.0,1.0,1.0,0.0,,0.0
1917,IN,2002,2.253325,0.00334971,0.00137177,589.477,,,1.0,1.0,1.0,0.0,,1.0
1918,IN,2003,2.31575,,,,,,1.0,1.0,1.0,0.0,,1.0
1919,IN,2004,2.38105,0.00373376,0.00159301,699.739,,,1.0,1.0,1.0,0.0,,1.0
1920,IN,2005,2.470125,0.00392707,0.00189323,764.806,,,1.0,1.0,1.0,0.0,,1.0
1921,IN,2006,2.510675,0.00402955,0.00200329,822.025,,,1.0,1.0,1.0,0.0,,1.0
1922,IN,2007,2.5503,0.00303789,0.00092622,648.569,0.050154833,28.0,1.0,1.0,1.0,0.0,,1.0
1923,IN,2008,2.548125,0.00300947,0.00089066,666.077,,,1.0,1.0,1.0,0.0,,1.0
1924,IN,2009,2.51875,0.00319122,0.00082364,704.988,0.050154833,,1.0,1.0,1.0,0.0,,1.0
1925,IN,2010,2.4761,0.00392715,0.00131279,860.75,,,1.0,1.0,1.0,0.0,,1.0
1926,IN,2011,2.444975,0.00510698,0.00248395,1173.967,0.050154833,,,,,0.0,,1.0
1927,IN,2012,,0.00471807,0.00226976,1147.252,,,,,,0.0,,1.0
1928,IN,2013,,0.00366071,0.00116444,925.869,,,,,,0.0,,1.0
1929,IN,2014,,0.00311837,0.00076354,812.392,,,,,,0.0,,1.0
1930,IN,2015,,0.00291217,0.00060911,792.401,,,,,,0.0,,
1931,IN,2016,,,,,,,,,,0.0,,
1932,IN,2017,,,,,,,,,,,,
1933,IN,2018,,,,,,,,,,,,
1934,IN,2019,,,,,,,,,,,,
1935,IN,2020,,,,,,,,,,,,
1936,KS,1900,,,,,,,,,,,,
1937,KS,1901,,,,,,,,,,,,
1938,KS,1902,,,,,,,,,,,,
1939,KS,1903,,,,,,,,,,,,
1940,KS,1904,,,,,,,,,,,,
1941,KS,1905,,,,,,,,,,,,
1942,KS,1906,,,,,,,,,,,,
1943,KS,1907,,,,,,,,,,,,
1944,KS,1908,,,,,,,,,,,,
1945,KS,1909,,,,,,,,,,,,
1946,KS,1910,,,,,,,,,,,,
1947,KS,1911,,,,,,,,,,,,
1948,KS,1912,,,,,,,,,,,,
1949,KS,1913,,,,,,,0.0,0.0,0.0,,,
1950,KS,1914,,,,,,,0.0,0.0,0.0,,,
1951,KS,1915,,,,,,,0.0,0.0,0.0,,,
1952,KS,1916,,,,,,,0.0,0.0,0.0,,,
1953,KS,1917,,,,,,,0.0,0.0,0.0,,,
1954,KS,1918,,,,,,,0.0,0.0,0.0,,,
1955,KS,1919,,,,,,,0.0,0.0,0.0,,,
1956,KS,1920,,,,,,,0.0,0.0,0.0,,,
1957,KS,1921,,,,,,,0.0,0.0,0.0,,,
1958,KS,1922,,,,,,,0.0,0.0,0.0,,,
1959,KS,1923,,,,,,,0.0,0.0,0.0,,,
1960,KS,1924,,,,,,,0.0,0.0,0.0,,,
1961,KS,1925,,,,,,,0.0,0.0,0.0,,,
1962,KS,1926,,,,,,,0.0,0.0,0.0,,,
1963,KS,1927,,,,,,,0.0,0.0,0.0,,,
1964,KS,1928,,,,,,,0.0,0.0,0.0,,,
1965,KS,1929,,,,,,,0.0,0.0,0.0,,,
1966,KS,1930,,,,,,,0.0,0.0,0.0,,,
1967,KS,1931,,,,,,,0.0,0.0,0.0,,,
1968,KS,1932,,,,,,,0.0,0.0,0.0,,,
1969,KS,1933,,,,,,,0.0,0.0,0.0,,,
1970,KS,1934,,,,,,,0.0,0.0,0.0,,,
1971,KS,1935,,,,,,,0.0,0.0,0.0,,0.0,
1972,KS,1936,,,,,,,0.0,0.0,0.0,,0.0,
1973,KS,1937,,,,,,,0.0,0.0,0.0,,0.0,
1974,KS,1938,,,,,,,0.0,0.0,0.0,,0.0,
1975,KS,1939,,,,,,,0.0,0.0,0.0,,0.0,
1976,KS,1940,,,,,,,0.0,0.0,0.0,,0.0,
1977,KS,1941,,,,,,,0.0,0.0,0.0,,0.0,
1978,KS,1942,,,,,,,0.0,0.0,0.0,,0.0,
1979,KS,1943,,,,,,,0.0,0.0,0.0,,0.0,
1980,KS,1944,,,,,,,0.0,0.0,0.0,,0.0,
1981,KS,1945,,,,,,,0.0,0.0,0.0,,0.0,
1982,KS,1946,,,,,,,0.0,0.0,0.0,,0.0,
1983,KS,1947,,,,,,,0.0,0.0,0.0,,0.0,
1984,KS,1948,,,,,,,0.0,0.0,0.0,,0.0,
1985,KS,1949,,,,,,,0.0,0.0,0.0,,0.0,
1986,KS,1950,,,,,,,0.0,0.0,0.0,,0.0,0.0
1987,KS,1951,,,,,,,0.0,0.0,0.0,,0.0,1.0
1988,KS,1952,,,,,,,0.0,0.0,0.0,,0.0,1.0
1989,KS,1953,,,,,,,0.0,0.0,0.0,,0.0,1.0
1990,KS,1954,,,,,,,0.0,0.0,0.0,,,1.0
1991,KS,1955,,,,,,,0.0,0.0,0.0,,,1.0
1992,KS,1956,,,,,,,0.0,0.0,0.0,,,1.0
1993,KS,1957,,2.547e-05,-0.00094154,0.104,,,0.0,0.0,0.0,,,1.0
1994,KS,1958,,,,,,,0.0,0.0,0.0,,,1.0
1995,KS,1959,,,,,,,0.0,0.0,0.0,,,1.0
1996,KS,1960,,,,,,,0.0,0.0,0.0,,,1.0
1997,KS,1961,,,,,,,0.0,0.0,0.0,,,1.0
1998,KS,1962,,0.00084394,-0.00031192,4.339,,,0.0,0.0,0.0,,,1.0
1999,KS,1963,,,,,,,0.0,0.0,0.0,,,1.0
2000,KS,1964,,,,,,,0.0,0.0,0.0,,,0.0
2001,KS,1965,,,,,,,0.0,0.0,0.0,,,0.0
2002,KS,1966,,,,,,,0.0,0.0,0.0,,,0.0
2003,KS,1967,,0.0013573,-6.887e-05,8.979,,,0.0,0.0,0.0,,,0.0
2004,KS,1968,,,,,,,0.0,0.0,0.0,,,0.0
2005,KS,1969,,,,,,,0.0,0.0,0.0,,,0.0
2006,KS,1970,,,,,,,0.0,0.0,0.0,,,0.0
2007,KS,1971,,,,,,,0.0,0.0,0.0,,,0.0
2008,KS,1972,,0.00278416,0.00114941,28.175,,,0.0,0.0,0.0,,,0.0
2009,KS,1973,,,,,,,0.0,0.0,0.0,,,0.0
