,st,year,housing_prices_quar,ahcdpi,ahcdpia,ahcdspt,landfree,ig_cons,fhpub,fhurb,pubhouen,frent,regulation_housing_enabling_federal_aid,regulation_rent_control
0,AK,1900,,,,,,,,,,,,
1,AK,1901,,,,,,,,,,,,
2,AK,1902,,,,,,,,,,,,
3,AK,1903,,,,,,,,,,,,
4,AK,1904,,,,,,,,,,,,
5,AK,1905,,,,,,,,,,,,
6,AK,1906,,,,,,,,,,,,
7,AK,1907,,,,,,,,,,,,
8,AK,1908,,,,,,,,,,,,
9,AK,1909,,,,,,,,,,,,
10,AK,1910,,,,,,,,,,,,
11,AK,1911,,,,,,,,,,,,
12,AK,1912,,,,,,,,,,,,
13,AK,1913,,,,,,,0.0,0.0,0.0,,,
14,AK,1914,,,,,,,0.0,0.0,0.0,,,
15,AK,1915,,,,,,,0.0,0.0,0.0,,,
16,AK,1916,,,,,,,0.0,0.0,0.0,,,
17,AK,1917,,,,,,,0.0,0.0,0.0,,,
18,AK,1918,,,,,,,0.0,0.0,0.0,,,
19,AK,1919,,,,,,,0.0,0.0,0.0,,,
20,AK,1920,,,,,,,0.0,0.0,0.0,,,
21,AK,1921,,,,,,,0.0,0.0,0.0,,,
22,AK,1922,,,,,,,0.0,0.0,0.0,,,
23,AK,1923,,,,,,,0.0,0.0,0.0,,,
24,AK,1924,,,,,,,0.0,0.0,0.0,,,
25,AK,1925,,,,,,,0.0,0.0,0.0,,,
26,AK,1926,,,,,,,0.0,0.0,0.0,,,
27,AK,1927,,,,,,,0.0,0.0,0.0,,,
28,AK,1928,,,,,,,0.0,0.0,0.0,,,
29,AK,1929,,,,,,,0.0,0.0,0.0,,,
30,AK,1930,,,,,,,0.0,0.0,0.0,,,
31,AK,1931,,,,,,,0.0,0.0,0.0,,,
32,AK,1932,,,,,,,0.0,0.0,0.0,,,
33,AK,1933,,,,,,,0.0,0.0,0.0,,,
34,AK,1934,,,,,,,0.0,0.0,0.0,,,
35,AK,1935,,,,,,,0.0,0.0,0.0,,,
36,AK,1936,,,,,,,0.0,0.0,0.0,,,
37,AK,1937,,,,,,,0.0,0.0,0.0,,,
38,AK,1938,,,,,,,0.0,0.0,0.0,,,
39,AK,1939,,,,,,,0.0,0.0,0.0,,,
40,AK,1940,,,,,,,0.0,0.0,0.0,,,
41,AK,1941,,,,,,,0.0,0.0,0.0,,,
42,AK,1942,,,,,,,0.0,0.0,0.0,,,
43,AK,1943,,,,,,,0.0,0.0,0.0,,,
44,AK,1944,,,,,,,0.0,0.0,0.0,,,
45,AK,1945,,,,,,,0.0,0.0,0.0,,,
46,AK,1946,,,,,,,0.0,0.0,0.0,,,
47,AK,1947,,,,,,,0.0,0.0,0.0,,,
48,AK,1948,,,,,,,0.0,0.0,0.0,,,
49,AK,1949,,,,,,,0.0,0.0,0.0,,,
50,AK,1950,,,,,,,0.0,0.0,0.0,,,0.0
51,AK,1951,,,,,,,0.0,0.0,0.0,,,0.0
52,AK,1952,,,,,,,0.0,0.0,0.0,,,0.0
53,AK,1953,,,,,,,0.0,0.0,0.0,,,0.0
54,AK,1954,,,,,,,0.0,0.0,0.0,,,0.0
55,AK,1955,,,,,,,0.0,0.0,0.0,,,0.0
56,AK,1956,,,,,,,0.0,0.0,0.0,,,0.0
57,AK,1957,,0.00086211,-0.00024724,0.589,,,0.0,0.0,0.0,,,0.0
58,AK,1958,,,,,,,0.0,0.0,0.0,,,0.0
59,AK,1959,,,,,,,0.0,0.0,0.0,,,0.0
60,AK,1960,,,,,,,0.0,0.0,0.0,,,0.0
61,AK,1961,,,,,,,0.0,0.0,0.0,,,0.0
62,AK,1962,,0.0,-0.00300007,0.0,,,0.0,0.0,0.0,,,0.0
63,AK,1963,,,,,,,0.0,0.0,0.0,,,0.0
64,AK,1964,,,,,,,0.0,0.0,0.0,,,0.0
65,AK,1965,,,,,,,0.0,0.0,0.0,,,0.0
66,AK,1966,,,,,,,0.0,0.0,0.0,,,0.0
67,AK,1967,,0.00774737,0.00159535,9.354,,,0.0,0.0,0.0,,,0.0
68,AK,1968,,,,,,,0.0,0.0,0.0,,,0.0
69,AK,1969,,,,,,,0.0,0.0,0.0,,,0.0
70,AK,1970,,,,,,,0.0,0.0,0.0,,,0.0
71,AK,1971,,,,,,,0.0,0.0,0.0,,,0.0
72,AK,1972,,0.0012764,-0.00305122,2.616,,,0.0,0.0,0.0,,,0.0
73,AK,1973,,,,,,,0.0,0.0,0.0,,,0.0
74,AK,1974,,,,,,,0.0,0.0,0.0,,,0.0
75,AK,1975,0.6586,,,,,,0.0,0.0,0.0,,,0.0
76,AK,1976,0.73745,,,,,,0.0,0.0,0.0,,,0.0
77,AK,1977,0.782775,0.00085047,-0.00234495,4.313,,,0.0,0.0,0.0,,,0.0
78,AK,1978,0.85695,0.00181656,-0.00172879,9.102,,,0.0,0.0,0.0,,,0.0
79,AK,1979,0.9619,0.00792716,0.00450416,41.794,,,0.0,0.0,0.0,,,0.0
80,AK,1980,0.90065,0.0099263,0.00612459,57.408,,14.0,0.0,0.0,0.0,,,0.0
81,AK,1981,1.11625,0.0078295,0.00421574,51.644,,,0.0,0.0,0.0,,,0.0
82,AK,1982,1.371775,0.01288001,0.00999417,100.423,,,0.0,0.0,0.0,,,0.0
83,AK,1983,1.442375,0.01545389,0.01280773,140.646,,,0.0,0.0,0.0,,,0.0
84,AK,1984,1.5231,0.01146337,0.00877444,111.168,,,0.0,0.0,0.0,,,0.0
85,AK,1985,1.456575,0.00931381,0.00663058,96.51,,,0.0,0.0,0.0,,,0.0
86,AK,1986,1.41845,0.00785518,0.0054839,85.535,,,0.0,0.0,0.0,,,0.0
87,AK,1987,1.205075,0.01170969,0.00895408,124.369,,,0.0,0.0,0.0,,,0.0
88,AK,1988,1.248375,0.01119016,0.00732651,118.167,,,0.0,0.0,0.0,,,0.0
89,AK,1989,1.1054,0.00693817,0.0038227,78.814,,,0.0,0.0,0.0,,,0.0
90,AK,1990,1.136225,0.00565989,0.00264322,69.84,,7.0,0.0,0.0,0.0,,,0.0
91,AK,1991,1.294725,0.00611901,0.00289658,79.171,,,0.0,0.0,0.0,,,0.0
92,AK,1992,1.3538,0.00675431,0.00351638,92.179,,,0.0,0.0,0.0,,,0.0
93,AK,1993,1.3818,0.00517784,0.00159975,75.003,,,0.0,0.0,0.0,,,0.0
94,AK,1994,1.44335,0.00521323,0.00178605,78.586,,,0.0,0.0,0.0,,,0.0
95,AK,1995,1.5037,0.00766312,0.00408097,119.13,,,0.0,0.0,0.0,,,0.0
96,AK,1996,1.5735,0.00798647,0.00437277,126.974,,,0.0,0.0,0.0,,,0.0
97,AK,1997,1.615,0.0087327,0.00500372,144.823,,9.0,0.0,0.0,0.0,,,0.0
98,AK,1998,1.666875,0.00904315,0.00537835,157.908,,9.0,0.0,0.0,0.0,,,0.0
99,AK,1999,1.7241,0.00770007,0.00381617,139.295,,6.0,0.0,0.0,0.0,,,0.0
100,AK,2000,1.7517,0.00973539,0.00595145,185.293,,,0.0,0.0,0.0,0.0,,0.0
101,AK,2001,1.840375,,,,0.045116212,,0.0,0.0,0.0,0.0,,0.0
102,AK,2002,1.941,0.0082269,0.00396748,174.734,,,0.0,0.0,0.0,0.0,,0.0
103,AK,2003,2.0348,,,,,,0.0,0.0,0.0,0.0,,0.0
104,AK,2004,2.2396,0.00841283,0.0031769,193.911,,,0.0,0.0,0.0,0.0,,0.0
105,AK,2005,2.518375,0.00952225,0.0042602,230.287,,,0.0,0.0,0.0,0.0,,0.0
106,AK,2006,2.76495,0.00883271,0.0041401,227.428,,,0.0,0.0,0.0,0.0,,0.0
107,AK,2007,2.875,0.00988267,0.00521447,270.835,0.046561744,12.0,0.0,0.0,0.0,0.0,,0.0
108,AK,2008,2.867025,0.00914483,0.00496981,271.057,,,0.0,0.0,0.0,0.0,,0.0
109,AK,2009,2.86,0.0088467,0.00452371,274.382,0.046561744,,0.0,0.0,0.0,0.0,,0.0
110,AK,2010,2.844425,0.01161333,0.00643588,366.44,,,0.0,0.0,0.0,0.0,,0.0
111,AK,2011,2.87065,0.01141533,0.0064695,383.675,0.046561744,,,,,0.0,,0.0
112,AK,2012,,0.00877838,0.00432721,314.247,,,,,,0.0,,0.0
113,AK,2013,,0.00916425,0.00501886,336.571,,,,,,0.0,,0.0
114,AK,2014,,0.01005256,0.00603652,391.535,,,,,,0.0,,0.0
115,AK,2015,,0.00856814,0.00525743,352.627,,,,,,0.0,,
116,AK,2016,,,,,,,,,,0.0,,
117,AK,2017,,,,,,,,,,,,
118,AK,2018,,,,,,,,,,,,
119,AK,2019,,,,,,,,,,,,
120,AK,2020,,,,,,,,,,,,
121,AL,1900,,,,,,,,,,,,
122,AL,1901,,,,,,,,,,,,
123,AL,1902,,,,,,,,,,,,
124,AL,1903,,,,,,,,,,,,
125,AL,1904,,,,,,,,,,,,
126,AL,1905,,,,,,,,,,,,
127,AL,1906,,,,,,,,,,,,
128,AL,1907,,,,,,,,,,,,
129,AL,1908,,,,,,,,,,,,
130,AL,1909,,,,,,,,,,,,
131,AL,1910,,,,,,,,,,,,
132,AL,1911,,,,,,,,,,,,
133,AL,1912,,,,,,,,,,,,
134,AL,1913,,,,,,,0.0,0.0,0.0,,,
135,AL,1914,,,,,,,0.0,0.0,0.0,,,
136,AL,1915,,,,,,,0.0,0.0,0.0,,,
137,AL,1916,,,,,,,0.0,0.0,0.0,,,
138,AL,1917,,,,,,,0.0,0.0,0.0,,,
139,AL,1918,,,,,,,0.0,0.0,0.0,,,
140,AL,1919,,,,,,,0.0,0.0,0.0,,,
141,AL,1920,,,,,,,0.0,0.0,0.0,,,
142,AL,1921,,,,,,,0.0,0.0,0.0,,,
143,AL,1922,,,,,,,0.0,0.0,0.0,,,
144,AL,1923,,,,,,,0.0,0.0,0.0,,,
145,AL,1924,,,,,,,0.0,0.0,0.0,,,
146,AL,1925,,,,,,,0.0,0.0,0.0,,,
147,AL,1926,,,,,,,0.0,0.0,0.0,,,
148,AL,1927,,,,,,,0.0,0.0,0.0,,,
149,AL,1928,,,,,,,0.0,0.0,0.0,,,
150,AL,1929,,,,,,,0.0,0.0,0.0,,,
151,AL,1930,,,,,,,0.0,0.0,0.0,,,
152,AL,1931,,,,,,,0.0,0.0,0.0,,,
153,AL,1932,,,,,,,0.0,0.0,0.0,,,
154,AL,1933,,,,,,,0.0,0.0,0.0,,,
155,AL,1934,,,,,,,0.0,0.0,0.0,,,
156,AL,1935,,,,,,,0.0,0.0,1.0,,1.0,
157,AL,1936,,,,,,,0.0,0.0,1.0,,1.0,
158,AL,1937,,,,,,,0.0,0.0,1.0,,1.0,
159,AL,1938,,,,,,,0.0,0.0,1.0,,1.0,
160,AL,1939,,,,,,,0.0,0.0,1.0,,1.0,
161,AL,1940,,,,,,,0.0,0.0,1.0,,1.0,
162,AL,1941,,,,,,,0.0,0.0,1.0,,1.0,
163,AL,1942,,,,,,,0.0,0.0,1.0,,1.0,
164,AL,1943,,,,,,,0.0,0.0,1.0,,1.0,
165,AL,1944,,,,,,,0.0,0.0,1.0,,1.0,
166,AL,1945,,,,,,,0.0,0.0,1.0,,1.0,
167,AL,1946,,,,,,,0.0,0.0,1.0,,1.0,
168,AL,1947,,,,,,,0.0,0.0,1.0,,1.0,
169,AL,1948,,,,,,,0.0,0.0,1.0,,1.0,
170,AL,1949,,,,,,,0.0,0.0,1.0,,1.0,
171,AL,1950,,,,,,,0.0,0.0,1.0,,1.0,0.0
172,AL,1951,,,,,,,0.0,0.0,1.0,,1.0,0.0
173,AL,1952,,,,,,,0.0,0.0,1.0,,1.0,0.0
174,AL,1953,,,,,,,0.0,0.0,1.0,,1.0,0.0
175,AL,1954,,,,,,,0.0,0.0,1.0,,,0.0
176,AL,1955,,,,,,,0.0,0.0,1.0,,,0.0
177,AL,1956,,,,,,,0.0,0.0,1.0,,,0.0
178,AL,1957,,0.00379593,0.00241328,16.773,,,0.0,0.0,1.0,,,0.0
179,AL,1958,,,,,,,0.0,0.0,1.0,,,0.0
180,AL,1959,,,,,,,0.0,0.0,1.0,,,0.0
181,AL,1960,,,,,,,0.0,0.0,1.0,,,0.0
182,AL,1961,,,,,,,0.0,0.0,1.0,,,0.0
183,AL,1962,,0.00350928,0.00165509,19.411,,,0.0,0.0,1.0,,,0.0
184,AL,1963,,,,,,,0.0,0.0,1.0,,,0.0
185,AL,1964,,,,,,,0.0,0.0,1.0,,,0.0
186,AL,1965,,,,,,,0.0,0.0,1.0,,,0.0
187,AL,1966,,,,,,,0.0,0.0,1.0,,,0.0
188,AL,1967,,0.00341742,0.00127365,26.626,,,0.0,0.0,1.0,,,0.0
189,AL,1968,,,,,,,0.0,0.0,1.0,,,0.0
190,AL,1969,,,,,,,0.0,0.0,1.0,,,0.0
191,AL,1970,,,,,,,0.0,0.0,1.0,,,0.0
192,AL,1971,,,,,,,0.0,0.0,1.0,,,0.0
193,AL,1972,,0.00417307,0.00156427,51.208,,,0.0,0.0,1.0,,,0.0
194,AL,1973,,,,,,,0.0,0.0,1.0,,,0.0
195,AL,1974,,,,,,,0.0,0.0,1.0,,,0.0
196,AL,1975,0.7251,,,,,,0.0,0.0,1.0,,,0.0
197,AL,1976,0.777425,,,,,,0.0,0.0,1.0,,,0.0
198,AL,1977,0.85745,0.00199276,-0.00071411,42.061,,,0.0,0.0,1.0,,,0.0
199,AL,1978,0.934175,0.00176546,-0.00082773,41.825,,,0.0,0.0,1.0,,,0.0
200,AL,1979,1.03075,0.00232589,-0.0002874,61.936,,,0.0,0.0,1.0,,,0.0
201,AL,1980,1.055725,0.0031447,0.00048598,92.253,,,0.0,0.0,1.0,,,0.0
202,AL,1981,1.1099,0.00284317,0.00038483,92.673,,,0.0,0.0,1.0,,,0.0
203,AL,1982,1.1074,0.00299408,0.00084065,105.88,,,0.0,0.0,1.0,,,0.0
204,AL,1983,1.16235,0.00264971,0.0005608,98.738,,,0.0,0.0,1.0,,,0.0
205,AL,1984,1.2317,0.00271108,0.00063094,110.278,,,0.0,0.0,1.0,,,0.0
206,AL,1985,1.2609,0.00271332,0.00054294,120.57,,,0.0,0.0,1.0,,,0.0
207,AL,1986,1.33495,0.00252812,0.00045562,119.652,,,0.0,0.0,1.0,,,0.0
208,AL,1987,1.39435,0.00248314,0.000553,123.537,,,0.0,0.0,1.0,,,0.0
209,AL,1988,1.429975,0.0022137,5.244e-05,118.1,,,0.0,0.0,1.0,,,0.0
210,AL,1989,1.45005,0.00249265,0.00060394,144.69,,,0.0,0.0,1.0,,,0.0
211,AL,1990,1.4767,0.00265662,0.00065447,165.221,,5.0,0.0,0.0,1.0,,,0.0
212,AL,1991,1.522525,0.00317469,0.00105215,208.579,,,0.0,0.0,1.0,,,0.0
213,AL,1992,1.584275,0.00249636,0.0002546,175.13,,,0.0,0.0,1.0,,,0.0
214,AL,1993,1.652125,0.00362151,0.00128138,270.6,,,0.0,0.0,1.0,,,1.0
215,AL,1994,1.71095,0.00319618,0.00090675,249.184,,,0.0,0.0,1.0,,,1.0
216,AL,1995,1.778825,0.0036577,0.0013853,304.542,,,0.0,0.0,1.0,,,1.0
217,AL,1996,1.8521,0.00325326,0.00099957,282.959,,,0.0,0.0,1.0,,,1.0
218,AL,1997,1.920525,0.00339141,0.00111893,309.565,,14.0,0.0,0.0,1.0,,,1.0
219,AL,1998,2.0203,0.00314673,0.00074548,304.821,,9.0,0.0,0.0,1.0,,,1.0
220,AL,1999,2.071325,0.0031526,0.00071409,322.29,,10.0,0.0,0.0,1.0,,,1.0
221,AL,2000,2.122325,0.00284932,0.00031004,304.238,,,0.0,0.0,1.0,0.0,,1.0
222,AL,2001,2.242625,,,,0.040153282,,0.0,0.0,1.0,0.0,,1.0
223,AL,2002,2.3089,0.00350535,0.00065343,404.362,,,0.0,0.0,1.0,0.0,,1.0
224,AL,2003,2.400575,,,,,,0.0,0.0,1.0,0.0,,1.0
225,AL,2004,2.4905,0.00340938,0.00062307,430.015,,,0.0,0.0,1.0,0.0,,1.0
226,AL,2005,2.6653,0.00326349,0.0004164,438.805,,,0.0,0.0,1.0,0.0,,1.0
227,AL,2006,2.877775,0.00311263,0.00027646,443.703,,,0.0,0.0,1.0,0.0,,1.0
228,AL,2007,3.0189,0.00301702,0.00026084,451.654,0.043767112,25.0,0.0,0.0,1.0,0.0,,1.0
229,AL,2008,3.066825,0.00264696,-6.635e-05,415.493,,,0.0,0.0,1.0,0.0,,1.0
230,AL,2009,3.0433,0.00269376,-1.53e-06,424.824,0.043767112,,0.0,0.0,1.0,0.0,,1.0
231,AL,2010,2.9433,0.00324858,4.895e-05,515.078,,,0.0,0.0,1.0,0.0,,1.0
232,AL,2011,2.853525,0.00311414,6.632e-05,516.002,0.043767112,,,,,0.0,,1.0
233,AL,2012,,0.00293105,9.791e-05,499.894,,,,,,0.0,,1.0
234,AL,2013,,0.00263977,-0.0001301,461.483,,,,,,0.0,,1.0
235,AL,2014,,0.00271375,4.49e-06,474.628,,,,,,0.0,,1.0
236,AL,2015,,0.0026408,0.00011261,481.97,,,,,,0.0,,
237,AL,2016,,,,,,,,,,0.0,,
238,AL,2017,,,,,,,,,,,,
239,AL,2018,,,,,,,,,,,,
240,AL,2019,,,,,,,,,,,,
241,AL,2020,,,,,,,,,,,,
242,AR,1900,,,,,,,,,,,,
243,AR,1901,,,,,,,,,,,,
244,AR,1902,,,,,,,,,,,,
245,AR,1903,,,,,,,,,,,,
246,AR,1904,,,,,,,,,,,,
247,AR,1905,,,,,,,,,,,,
248,AR,1906,,,,,,,,,,,,
249,AR,1907,,,,,,,,,,,,
250,AR,1908,,,,,,,,,,,,
251,AR,1909,,,,,,,,,,,,
252,AR,1910,,,,,,,,,,,,
253,AR,1911,,,,,,,,,,,,
254,AR,1912,,,,,,,,,,,,
255,AR,1913,,,,,,,0.0,0.0,0.0,,,
256,AR,1914,,,,,,,0.0,0.0,0.0,,,
257,AR,1915,,,,,,,0.0,0.0,0.0,,,
258,AR,1916,,,,,,,0.0,0.0,0.0,,,
259,AR,1917,,,,,,,0.0,0.0,0.0,,,
260,AR,1918,,,,,,,0.0,0.0,0.0,,,
261,AR,1919,,,,,,,0.0,0.0,0.0,,,
262,AR,1920,,,,,,,0.0,0.0,0.0,,,
263,AR,1921,,,,,,,0.0,0.0,0.0,,,
264,AR,1922,,,,,,,0.0,0.0,0.0,,,
265,AR,1923,,,,,,,0.0,0.0,0.0,,,
266,AR,1924,,,,,,,0.0,0.0,0.0,,,
267,AR,1925,,,,,,,0.0,0.0,0.0,,,
268,AR,1926,,,,,,,0.0,0.0,0.0,,,
269,AR,1927,,,,,,,0.0,0.0,0.0,,,
270,AR,1928,,,,,,,0.0,0.0,0.0,,,
271,AR,1929,,,,,,,0.0,0.0,0.0,,,
272,AR,1930,,,,,,,0.0,0.0,0.0,,,
273,AR,1931,,,,,,,0.0,0.0,0.0,,,
274,AR,1932,,,,,,,0.0,0.0,0.0,,,
275,AR,1933,,,,,,,0.0,0.0,0.0,,,
276,AR,1934,,,,,,,0.0,0.0,0.0,,,
277,AR,1935,,,,,,,0.0,0.0,0.0,,0.0,
278,AR,1936,,,,,,,0.0,0.0,0.0,,0.0,
279,AR,1937,,,,,,,0.0,0.0,1.0,,1.0,
280,AR,1938,,,,,,,0.0,0.0,1.0,,1.0,
281,AR,1939,,,,,,,0.0,0.0,1.0,,1.0,
282,AR,1940,,,,,,,0.0,0.0,1.0,,1.0,
283,AR,1941,,,,,,,0.0,0.0,1.0,,1.0,
284,AR,1942,,,,,,,0.0,0.0,1.0,,1.0,
285,AR,1943,,,,,,,0.0,0.0,1.0,,1.0,
286,AR,1944,,,,,,,0.0,0.0,1.0,,1.0,
287,AR,1945,,,,,,,0.0,0.0,1.0,,1.0,
288,AR,1946,,,,,,,0.0,0.0,1.0,,1.0,
289,AR,1947,,,,,,,0.0,0.0,1.0,,1.0,
290,AR,1948,,,,,,,0.0,0.0,1.0,,1.0,
291,AR,1949,,,,,,,0.0,0.0,1.0,,1.0,
292,AR,1950,,,,,,,0.0,0.0,1.0,,1.0,0.0
293,AR,1951,,,,,,,0.0,0.0,1.0,,1.0,0.0
294,AR,1952,,,,,,,0.0,0.0,1.0,,1.0,0.0
295,AR,1953,,,,,,,0.0,0.0,1.0,,1.0,0.0
296,AR,1954,,,,,,,0.0,0.0,1.0,,,0.0
297,AR,1955,,,,,,,0.0,0.0,1.0,,,0.0
298,AR,1956,,,,,,,0.0,0.0,1.0,,,0.0
299,AR,1957,,0.00041518,-0.00097519,0.904,,,0.0,0.0,1.0,,,0.0
300,AR,1958,,,,,,,0.0,0.0,1.0,,,0.0
301,AR,1959,,,,,,,0.0,0.0,1.0,,,0.0
302,AR,1960,,,,,,,0.0,0.0,1.0,,,0.0
303,AR,1961,,,,,,,0.0,0.0,1.0,,,0.0
304,AR,1962,,0.00179689,-0.00015287,5.186,,,0.0,0.0,1.0,,,0.0
305,AR,1963,,,,,,,0.0,0.0,1.0,,,0.0
306,AR,1964,,,,,,,0.0,0.0,1.0,,,0.0
307,AR,1965,,,,,,,0.0,0.0,1.0,,,0.0
308,AR,1966,,,,,,,0.0,0.0,1.0,,,0.0
309,AR,1967,,0.00467264,0.00218906,19.312,,,0.0,0.0,1.0,,,0.0
310,AR,1968,,,,,,,0.0,0.0,1.0,,,0.0
311,AR,1969,,,,,,,0.0,0.0,1.0,,,0.0
312,AR,1970,,,,,,,0.0,0.0,1.0,,,0.0
313,AR,1971,,,,,,,0.0,0.0,1.0,,,0.0
314,AR,1972,,0.00327104,0.00070296,21.634,,,0.0,0.0,1.0,,,0.0
315,AR,1973,,,,,,,0.0,0.0,1.0,,,0.0
316,AR,1974,,,,,,,0.0,0.0,1.0,,,0.0
317,AR,1975,0.636125,,,,,,0.0,0.0,1.0,,,0.0
318,AR,1976,0.699625,,,,,,0.0,0.0,1.0,,,0.0
319,AR,1977,0.770325,0.00239882,-0.00018191,28.609,,,0.0,0.0,1.0,,,0.0
320,AR,1978,0.8389,0.00176803,-0.00097226,24.123,,,0.0,0.0,1.0,,,0.0
321,AR,1979,0.973975,0.00216075,-0.00046708,33.338,,,0.0,0.0,1.0,,,0.0
322,AR,1980,1.042625,0.00228669,-0.00038197,37.921,,7.0,0.0,0.0,1.0,,,0.0
323,AR,1981,1.0712,0.00209369,-0.00051252,38.953,,,0.0,0.0,1.0,,,0.0
324,AR,1982,1.078225,0.00250176,0.00025586,50.515,,,0.0,0.0,1.0,,,0.0
325,AR,1983,1.16115,0.00173114,-0.00041183,36.858,,,0.0,0.0,1.0,,,0.0
326,AR,1984,1.195725,0.00297061,0.00089462,68.926,,,0.0,0.0,1.0,,,0.0
327,AR,1985,1.2223,0.00209694,4.737e-05,53.165,,,0.0,0.0,1.0,,,0.0
328,AR,1986,1.270575,0.00196396,-0.00018488,52.436,,,0.0,0.0,1.0,,,0.0
329,AR,1987,1.276725,0.00208498,4.867e-05,58.168,,,0.0,0.0,1.0,,,0.0
330,AR,1988,1.265325,0.00188757,-5.151e-05,55.632,,,0.0,0.0,1.0,,,0.0
331,AR,1989,1.27245,0.00213119,0.00018869,67.437,,,0.0,0.0,1.0,,,0.0
332,AR,1990,1.280675,0.00217431,0.00015541,73.106,,5.0,0.0,0.0,1.0,,,0.0
333,AR,1991,1.31125,0.00233164,0.00031354,82.381,,,0.0,0.0,1.0,,,0.0
334,AR,1992,1.3539,0.00208937,-0.00033411,79.512,,,0.0,0.0,1.0,,,0.0
335,AR,1993,1.41535,0.00232996,-0.00018681,95.028,,,0.0,0.0,1.0,,,1.0
336,AR,1994,1.4963,0.00202417,-0.00047138,86.779,,,0.0,0.0,1.0,,,1.0
337,AR,1995,1.5672,0.0021102,-0.00042531,96.322,,,0.0,0.0,1.0,,,1.0
338,AR,1996,1.620525,0.00199239,-0.00050654,96.729,,,0.0,0.0,1.0,,,1.0
339,AR,1997,1.6699,0.00201918,-0.00048048,103.018,,34.0,0.0,0.0,1.0,,,1.0
340,AR,1998,1.732175,0.00188693,-0.00056204,101.89,,23.0,0.0,0.0,1.0,,,1.0
341,AR,1999,1.77465,0.00194577,-0.00049878,110.569,,35.0,0.0,0.0,1.0,,,1.0
342,AR,2000,1.814675,0.00215147,-0.00038386,127.699,,,0.0,0.0,1.0,0.0,,1.0
343,AR,2001,1.913575,,,,0.039267469,,0.0,0.0,1.0,0.0,,1.0
344,AR,2002,1.978375,0.00244047,-0.0005061,157.986,,,0.0,0.0,1.0,0.0,,1.0
345,AR,2003,2.0597,,,,,,0.0,0.0,1.0,0.0,,1.0
346,AR,2004,2.17635,0.00241139,-0.00069505,172.722,,,0.0,0.0,1.0,0.0,,1.0
347,AR,2005,2.335275,0.00225153,-0.00073461,170.94,,,0.0,0.0,1.0,0.0,,1.0
348,AR,2006,2.4807,0.00226024,-0.00067708,182.428,,,0.0,0.0,1.0,0.0,,1.0
349,AR,2007,2.55855,0.00199442,-0.00077796,170.866,0.037099171,32.0,0.0,0.0,1.0,0.0,,1.0
350,AR,2008,2.556425,0.00185503,-0.00088872,170.246,,,0.0,0.0,1.0,0.0,,1.0
351,AR,2009,2.537825,0.00176335,-0.00115267,163.111,0.037099171,,0.0,0.0,1.0,0.0,,1.0
352,AR,2010,2.4802,0.00232663,-0.00121041,213.423,,,0.0,0.0,1.0,0.0,,1.0
353,AR,2011,2.445875,0.00265303,-0.00085521,257.379,0.037099171,,,,,0.0,,1.0
354,AR,2012,,0.00209414,-0.00104827,217.094,,,,,,0.0,,1.0
355,AR,2013,,0.00174977,-0.00115536,189.904,,,,,,0.0,,1.0
356,AR,2014,,0.00166217,-0.00138265,180.929,,,,,,0.0,,1.0
357,AR,2015,,0.00168571,-0.00146426,193.48,,,,,,0.0,,
358,AR,2016,,,,,,,,,,0.0,,
359,AR,2017,,,,,,,,,,,,
360,AR,2018,,,,,,,,,,,,
361,AR,2019,,,,,,,,,,,,
362,AR,2020,,,,,,,,,,,,
363,AZ,1900,,,,,,,,,,,,
364,AZ,1901,,,,,,,,,,,,
365,AZ,1902,,,,,,,,,,,,
366,AZ,1903,,,,,,,,,,,,
367,AZ,1904,,,,,,,,,,,,
368,AZ,1905,,,,,,,,,,,,
369,AZ,1906,,,,,,,,,,,,
370,AZ,1907,,,,,,,,,,,,
371,AZ,1908,,,,,,,,,,,,
372,AZ,1909,,,,,,,,,,,,
373,AZ,1910,,,,,,,,,,,,
374,AZ,1911,,,,,,,,,,,,
375,AZ,1912,,,,,,,,,,,,
376,AZ,1913,,,,,,,0.0,0.0,0.0,,,
377,AZ,1914,,,,,,,0.0,0.0,0.0,,,
378,AZ,1915,,,,,,,0.0,0.0,0.0,,,
379,AZ,1916,,,,,,,0.0,0.0,0.0,,,
380,AZ,1917,,,,,,,0.0,0.0,0.0,,,
381,AZ,1918,,,,,,,0.0,0.0,0.0,,,
382,AZ,1919,,,,,,,0.0,0.0,0.0,,,
383,AZ,1920,,,,,,,0.0,0.0,0.0,,,
384,AZ,1921,,,,,,,0.0,0.0,0.0,,,
385,AZ,1922,,,,,,,0.0,0.0,0.0,,,
386,AZ,1923,,,,,,,0.0,0.0,0.0,,,
387,AZ,1924,,,,,,,0.0,0.0,0.0,,,
388,AZ,1925,,,,,,,0.0,0.0,0.0,,,
389,AZ,1926,,,,,,,0.0,0.0,0.0,,,
390,AZ,1927,,,,,,,0.0,0.0,0.0,,,
391,AZ,1928,,,,,,,0.0,0.0,0.0,,,
392,AZ,1929,,,,,,,0.0,0.0,0.0,,,
393,AZ,1930,,,,,,,0.0,0.0,0.0,,,
394,AZ,1931,,,,,,,0.0,0.0,0.0,,,
395,AZ,1932,,,,,,,0.0,0.0,0.0,,,
396,AZ,1933,,,,,,,0.0,0.0,0.0,,,
397,AZ,1934,,,,,,,0.0,0.0,0.0,,,
