Year,State,Housing_Prices_Quarter,Community_Spending,Unexpected_Housing_Spending,Govt_Direct_Expenditure,Property_Rights,Number_Interest_Groups,No_Discrimination_Laws,Private_Fair_Housing,Public_Fair_Housing,Urban_Fair_Housing,Banned_Discrimination_Public_Housing,Banned_Discrimination_Private_Housing,Legislation_Public_Housing,Rent_Control,State_Aid_Allowed,Federal_Aid_Allowed,Prohibit_Rent_Control
1913-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1914-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1937-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1938-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1939-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1940-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1941-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1942-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1943-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1944-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1945-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1946-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1947-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1948-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1949-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1950-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1951-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1952-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1953-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1954-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1955-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1956-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1957-01-01,ID,0.632825,9.43e-05,-0.0011626,0.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1958-01-01,ID,0.632825,0.00011261796276013143,-0.0012553131982475357,0.13998247535596933,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1959-01-01,ID,0.632825,0.00013093592552026288,-0.0013480263964950711,0.17196495071193868,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1960-01-01,ID,0.632825,0.0001492538882803943,-0.0014407395947426066,0.203947426067908,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1961-01-01,ID,0.632825,0.00016762203723986855,-0.0015337068017524645,0.2360175246440307,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1962-01-01,ID,0.632825,0.00018594,-0.00162642,0.268,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1963-01-01,ID,0.632825,0.0001841649726177437,-0.0016401164950711937,0.27899397590361447,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1964-01-01,ID,0.632825,0.0001823899452354874,-0.0016538129901423877,0.2899879518072289,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1965-01-01,ID,0.632825,0.00018061005476451258,-0.0016675470098576122,0.3010120481927711,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1966-01-01,ID,0.632825,0.00017883502738225628,-0.0016812435049288062,0.31200602409638556,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1967-01-01,ID,0.632825,0.00017706,-0.00169494,0.323,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1968-01-01,ID,0.632825,0.0004135224315443592,-0.0015346718181818181,1.0795854326396495,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1969-01-01,ID,0.632825,0.0006506327053669222,-0.0013739645454545456,1.8382437020810514,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1970-01-01,ID,0.632825,0.0008870951369112814,-0.0012136963636363636,2.5948291347207006,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1971-01-01,ID,0.632825,0.0011235575684556407,-0.001053428181818182,3.3514145673603504,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1972-01-01,ID,0.632825,0.00136002,-0.00089316,4.108,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1973-01-01,ID,0.632825,0.0012098438095238095,-0.0011154423973727423,3.9631625615763544,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1974-01-01,ID,0.632825,0.0010600779365079365,-0.0013371174657909142,3.8187208538587845,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1975-01-01,ID,0.632825,0.0009103120634920635,-0.001558792534209086,3.674279146141215,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1976-01-01,ID,0.680825,0.0007605461904761906,-0.001780467602627258,3.529837438423645,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1977-01-01,ID,0.76065,0.00061037,-0.00200275,3.385,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1978-01-01,ID,0.88775,0.00065959,-0.00180103,4.148,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1979-01-01,ID,0.96035,0.00102213,-0.0013089,7.228,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1980-01-01,ID,1.004325,0.00126375,-0.00106137,9.854,0.033238587,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1981-01-01,ID,1.0682,0.0018185,-0.00044501,16.04,0.033238587,9.200383246646592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1982-01-01,ID,1.05465,0.0025355,0.00058828,23.751,0.033238587,9.400218998083767,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1983-01-01,ID,1.07245,0.00192519,-2.198e-05,19.303,0.033238587,9.600054749520941,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1984-01-01,ID,1.095,0.00233346,0.0004214,24.764,0.033238587,9.799890500958117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1985-01-01,ID,1.11685,0.0021282,0.0001102,24.366,0.033238587,10.000273747604709,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1986-01-01,ID,1.130225,0.00218783,9.474e-05,25.694,0.033238587,10.200109499041883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1987-01-01,ID,1.113825,0.00222971,0.00028595,27.038,0.033238587,10.399945250479059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1988-01-01,ID,1.11395,0.00217824,0.00022861,28.311,0.033238587,10.599781001916233,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1989-01-01,ID,1.15645,0.00261497,0.00058362,37.213,0.033238587,10.800164248562826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1990-01-01,ID,1.2393,0.00166661,-0.00030392,25.931,0.033238587,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1991-01-01,ID,1.312375,0.00130517,-0.00067739,21.542,0.033238587,10.429018380915135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1992-01-01,ID,1.402325,0.00132579,-0.00073707,23.597,0.033238587,9.85803676183027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1993-01-01,ID,1.524875,0.00090377,-0.00113578,17.709,0.033238587,9.285490809542432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1994-01-01,ID,1.646025,0.00113337,-0.00087081,23.95,0.033238587,8.714509190457568,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1995-01-01,ID,1.73235,0.0011171,-0.00091192,25.374,0.033238587,8.143527571372703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1996-01-01,ID,1.792275,0.00089865,-0.00115549,21.923,0.033238587,7.572545952287838,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1997-01-01,ID,1.84255,0.00091409,-0.00105904,23.293,0.033238587,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1998-01-01,ID,1.91155,0.00154338,-0.00039781,42.048,0.033238587,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1999-01-01,ID,1.9437,0.00103754,-0.00091423,30.422,0.033238587,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2000-01-01,ID,1.9762,0.00080156,-0.00121383,25.266,0.033238587,10.749486652977414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2001-01-01,ID,2.081625,0.0008421354309165527,-0.0012720895896032832,27.98170998632011,0.033238587,11.501026694045175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2002-01-01,ID,2.14455,0.0008826,-0.00133019,30.69,0.03347939904016431,12.250513347022586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2003-01-01,ID,2.23255,0.00098888,-0.001409685,36.469,0.03372021108032862,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2004-01-01,ID,2.394,0.00109516,-0.00148918,42.248,0.03396102312049293,13.749486652977414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2005-01-01,ID,2.752225,0.00108536,-0.00133987,45.05,0.03420249491967138,14.501026694045175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2006-01-01,ID,3.2185,0.00108501,-0.00126219,48.887,0.03444330695983569,15.250513347022586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2007-01-01,ID,3.413725,0.00096304,-0.00125302,46.715,0.034684119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2008-01-01,ID,3.340575,0.00184483,-0.0004341,92.906,0.034684119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2009-01-01,ID,3.1395,0.00123402,-0.00120712,61.24,0.034684119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2010-01-01,ID,2.8559,0.00299803,2.534e-05,148.711,0.034684119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2011-01-01,ID,2.61165,0.00280866,-0.0001513,145.83,0.034684119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2012-01-01,ID,2.61165,0.00239503,-0.00020433,130.501,0.034684119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2013-01-01,ID,2.61165,0.00232434,-0.0001541,133.174,0.034684119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2014-01-01,ID,2.61165,0.0021871,-0.00023481,129.013,0.034684119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2015-01-01,ID,2.61165,0.00209654,-0.00013498,131.357,0.034684119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2016-01-01,ID,2.61165,0.00209654,-0.00013498,131.357,0.034684119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2017-01-01,ID,2.61165,0.00209654,-0.00013498,131.357,0.034684119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2018-01-01,ID,2.61165,0.00209654,-0.00013498,131.357,0.034684119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2019-01-01,ID,2.61165,0.00209654,-0.00013498,131.357,0.034684119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2020-01-01,ID,2.61165,0.00209654,-0.00013498,131.357,0.034684119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1900-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1901-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1902-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1903-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1904-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1905-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1906-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1907-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1908-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1909-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1910-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1911-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1912-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1913-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1914-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1915-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1916-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1917-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1918-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1919-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1920-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1921-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1922-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1923-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1924-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1925-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1926-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1927-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1928-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1929-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1930-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1931-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1932-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1933-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1934-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1935-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1936-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1937-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1938-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1939-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1940-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1941-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1942-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1943-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1944-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1945-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1946-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1947-01-01,IL,0.65325,0.00212682,0.00154477,51.824,0.011520993,16.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
