Year,State,Housing_Prices_Quarter,Community_Spending,Unexpected_Housing_Spending,Govt_Direct_Expenditure,Property_Rights,Number_Interest_Groups,No_Discrimination_Laws,Private_Fair_Housing,Public_Fair_Housing,Urban_Fair_Housing,Banned_Discrimination_Public_Housing,Banned_Discrimination_Private_Housing,Legislation_Public_Housing,Rent_Control,State_Aid_Allowed,Federal_Aid_Allowed,Prohibit_Rent_Control
1900-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1901-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1902-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1903-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1904-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1905-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1906-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1907-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1908-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1909-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1910-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1911-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1912-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1913-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1914-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1915-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1916-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1917-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1918-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1919-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1920-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1921-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1922-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1923-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1924-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1925-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1926-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1927-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1928-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1929-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1930-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1931-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1932-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1933-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1934-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1935-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1936-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1937-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1938-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1939-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1940-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1941-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1942-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1943-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1944-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1945-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1946-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1947-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1948-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1949-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1950-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1951-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1952-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1953-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1954-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1955-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1956-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1957-01-01,AK,0.6586,0.00086211,-0.00024724,0.589,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1958-01-01,AK,0.6586,0.0006897824260679081,-0.0007975044852135815,0.47126451259583785,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1959-01-01,AK,0.6586,0.000517454852135816,-0.0013477689704271632,0.3535290251916757,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1960-01-01,AK,0.6586,0.0003451272782037239,-0.0018980334556407447,0.23579353778751366,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1961-01-01,AK,0.6586,0.00017232757393209196,-0.0024498055147864186,0.11773548740416206,0.045116212,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1962-01-01,AK,0.6586,0.0,-0.00300007,0.0,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1963-01-01,AK,0.6586,0.0015486254381161008,-0.0020814893318729464,1.869775465498357,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1964-01-01,AK,0.6586,0.0030972508762322016,-0.0011629086637458927,3.739550930996714,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1965-01-01,AK,0.6586,0.004650119123767798,-0.00024181133625410722,5.614449069003285,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1966-01-01,AK,0.6586,0.006198744561883899,0.0006767693318729465,7.484224534501642,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1967-01-01,AK,0.6586,0.00774737,0.00159535,9.354,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1968-01-01,AK,0.6586,0.006453884759036145,0.0006665449342825848,8.00713800657174,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1969-01-01,AK,0.6586,0.005156855722891566,-0.00026480480284775485,6.656585980284775,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1970-01-01,AK,0.6586,0.0038633704819277114,-0.00119360986856517,5.3097239868565165,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1971-01-01,AK,0.6586,0.0025698852409638557,-0.002122414934282585,3.962861993428258,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1972-01-01,AK,0.6586,0.0012764,-0.00305122,2.616,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1973-01-01,AK,0.6586,0.0011910741215106734,-0.002909734055829228,2.955957307060755,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1974-01-01,AK,0.6586,0.0011059813738368912,-0.0027686346852764093,3.2949857690202515,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1975-01-01,AK,0.6586,0.001020888626163109,-0.002627535314723591,3.634014230979748,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1976-01-01,AK,0.73745,0.0009357958784893268,-0.002486435944170772,3.9730426929392446,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1977-01-01,AK,0.782775,0.00085047,-0.00234495,4.313,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1978-01-01,AK,0.85695,0.00181656,-0.00172879,9.102,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1979-01-01,AK,0.9619,0.00792716,0.00450416,41.794,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1980-01-01,AK,0.90065,0.0099263,0.00612459,57.408,0.045116212,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1981-01-01,AK,1.11625,0.0078295,0.00421574,51.644,0.045116212,13.298658636736928,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1982-01-01,AK,1.371775,0.01288001,0.00999417,100.423,0.045116212,12.599233506706817,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1983-01-01,AK,1.442375,0.01545389,0.01280773,140.646,0.045116212,11.899808376676704,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1984-01-01,AK,1.5231,0.01146337,0.00877444,111.168,0.045116212,11.200383246646592,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1985-01-01,AK,1.456575,0.00931381,0.00663058,96.51,0.045116212,10.49904188338352,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1986-01-01,AK,1.41845,0.00785518,0.0054839,85.535,0.045116212,9.799616753353408,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1987-01-01,AK,1.205075,0.01170969,0.00895408,124.369,0.045116212,9.100191623323296,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1988-01-01,AK,1.248375,0.01119016,0.00732651,118.167,0.045116212,8.400766493293183,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1989-01-01,AK,1.1054,0.00693817,0.0038227,78.814,0.045116212,7.699425130030112,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1990-01-01,AK,1.136225,0.00565989,0.00264322,69.84,0.045116212,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1991-01-01,AK,1.294725,0.00611901,0.00289658,79.171,0.045116212,7.2854908095424324,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1992-01-01,AK,1.3538,0.00675431,0.00351638,92.179,0.045116212,7.570981619084865,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1993-01-01,AK,1.3818,0.00517784,0.00159975,75.003,0.045116212,7.857254595228784,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1994-01-01,AK,1.44335,0.00521323,0.00178605,78.586,0.045116212,8.142745404771215,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1995-01-01,AK,1.5037,0.00766312,0.00408097,119.13,0.045116212,8.42823621431365,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1996-01-01,AK,1.5735,0.00798647,0.00437277,126.974,0.045116212,8.713727023856082,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1997-01-01,AK,1.615,0.0087327,0.00500372,144.823,0.045116212,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1998-01-01,AK,1.666875,0.00904315,0.00537835,157.908,0.045116212,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1999-01-01,AK,1.7241,0.00770007,0.00381617,139.295,0.045116212,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2000-01-01,AK,1.7517,0.00973539,0.00595145,185.293,0.045116212,6.749486652977413,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2001-01-01,AK,1.840375,0.00898011320109439,0.004958107975376196,180.0062777017784,0.045116212,7.501026694045175,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2002-01-01,AK,1.941,0.0082269,0.00396748,174.734,0.04535702404016431,8.250513347022586,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2003-01-01,AK,2.0348,0.008319865,0.00357219,184.3225,0.04559783608032862,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2004-01-01,AK,2.2396,0.00841283,0.0031769,193.911,0.04583864812049293,9.749486652977414,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2005-01-01,AK,2.518375,0.00952225,0.0042602,230.287,0.04608011991967138,10.501026694045175,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2006-01-01,AK,2.76495,0.00883271,0.0041401,227.428,0.04632093195983569,11.250513347022586,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2007-01-01,AK,2.875,0.00988267,0.00521447,270.835,0.046561744,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2008-01-01,AK,2.867025,0.00914483,0.00496981,271.057,0.046561744,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2009-01-01,AK,2.86,0.0088467,0.00452371,274.382,0.046561744,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2010-01-01,AK,2.844425,0.01161333,0.00643588,366.44,0.046561744,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2011-01-01,AK,2.87065,0.01141533,0.0064695,383.675,0.046561744,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2012-01-01,AK,2.87065,0.00877838,0.00432721,314.247,0.046561744,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2013-01-01,AK,2.87065,0.00916425,0.00501886,336.571,0.046561744,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2014-01-01,AK,2.87065,0.01005256,0.00603652,391.535,0.046561744,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2015-01-01,AK,2.87065,0.00856814,0.00525743,352.627,0.046561744,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2016-01-01,AK,2.87065,0.00856814,0.00525743,352.627,0.046561744,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2017-01-01,AK,2.87065,0.00856814,0.00525743,352.627,0.046561744,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2018-01-01,AK,2.87065,0.00856814,0.00525743,352.627,0.046561744,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2019-01-01,AK,2.87065,0.00856814,0.00525743,352.627,0.046561744,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
2020-01-01,AK,2.87065,0.00856814,0.00525743,352.627,0.046561744,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0
1900-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1901-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1902-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1903-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1904-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1905-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1906-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1907-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1908-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1909-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1910-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1911-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1912-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1913-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1914-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1915-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1916-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1917-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1918-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1919-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1920-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1921-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1922-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1923-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1924-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1925-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1926-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1927-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1928-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1929-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1930-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1931-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1932-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1933-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1934-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1935-01-01,AL,0.7251,0.00379593,0.00241328,16.773,0.040153282,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
